大分類,中分類,小分類,業界団体名,企業一覧,ホームページ
サービス業,スポーツ,公益社団法人,全日本ゴルフ練習場連盟,, https://www.jgra.or.jp/
サービス業,スポーツ,公益社団法人,全日本銃剣道連盟,, http://www.jukendo.info/
サービス業,スポーツ,公益社団法人,全日本ダンス協会連合会,, http://www.zendaren.or.jp/
サービス業,スポーツ,公益社団法人,全日本フルコンタクト空手道連盟,, http://fullcontact-karate.jp/
サービス業,スポーツ,公益社団法人,日本一輪車協会,, http://jua-web.org/wp/
サービス業,スポーツ,公益社団法人,公益社団法人 日本フィットネス協会,, https://www.jafanet.jp/
サービス業,スポーツ,公益社団法人,日本エアロビック連盟,, https://www.aerobic.or.jp/
サービス業,スポーツ,公益社団法人,日本オリエンテーリング協会,, http://www.orienteering.or.jp/
サービス業,スポーツ,公益社団法人,日本カーリング協会,, http://www.curling.or.jp/
サービス業,スポーツ,公益社団法人,日本カヌー連盟,, https://www.canoe.or.jp/
サービス業,スポーツ,公益社団法人,日本空手協会,, https://www.jka.or.jp/
サービス業,スポーツ,公益社団法人,日本キャンプ協会,, https://camping.or.jp/
サービス業,スポーツ,公益社団法人,日本近代五種協会,, https://pentathlon.jp/
サービス業,スポーツ,公益社団法人,日本グライダークラブ,, http://www.glider.jp/
サービス業,スポーツ,公益社団法人,日本グラウンド・ゴルフ協会,, https://www.groundgolf.or.jp/
サービス業,スポーツ,公益社団法人,全日本グラススキー連盟,, http://jgsf.main.jp/
サービス業,スポーツ,公益社団法人,日本けん玉協会,, https://kendama.or.jp/
サービス業,スポーツ,公益社団法人,日本航空機操縦士協会,, https://www.japa.or.jp/
サービス業,スポーツ,公益社団法人,日本滑空協会,, http://www.japan-soaring.or.jp/
サービス業,スポーツ,公益社団法人,日本山岳ガイド協会,, http://www.jfmga.com/
サービス業,スポーツ,公益社団法人,日本山岳会,, https://jac1.or.jp/
サービス業,スポーツ,公益社団法人,日本山岳・スポーツクライミング協会,, https://www.jma-sangaku.or.jp/
サービス業,スポーツ,公益社団法人,日本3B体操協会,, https://www.nihon3btaisoukyoukai.jp/
サービス業,スポーツ,公益社団法人,日本将棋連盟,, https://www.shogi.or.jp/
サービス業,スポーツ,公益社団法人,公益社団法人 日本プロスキー教師協会,, https://www.sia-japan.or.jp/
サービス業,スポーツ,公益社団法人,日本新体操連盟,, https://www.japan-rg.com/
サービス業,スポーツ,公益社団法人,日本スカッシュ協会,, http://squash.or.jp/
サービス業,スポーツ,公益社団法人,日本スポーツチャンバラ協会,, https://www.spochan.or.jp/
サービス業,スポーツ,公益社団法人,日本青伸会,, https://www.seishinkai.jp/
サービス業,スポーツ,公益社団法人,日本ダーツ協会,, https://www.darts.or.jp/
サービス業,スポーツ,公益社団法人,日本タートル協会,, https://www.turtle.or.jp/
サービス業,スポーツ,公益社団法人,日本ダンススポーツ連盟,, https://www.jdsf.or.jp/
サービス業,スポーツ,公益社団法人,日本チアリーディング協会,, http://www.fjca.jp/
サービス業,スポーツ,公益社団法人,日本綱引連盟,, https://www.tsunahiki-jtwf.or.jp/
サービス業,スポーツ,公益社団法人,日本テニス事業協会,, https://www.jtia-tennis.com/
サービス業,スポーツ,公益社団法人,日本トライアスロン連合,, https://www.jtu.or.jp/
サービス業,スポーツ,公益社団法人,公益社団法人 日本シェアリングネイチャー協会,, https://www.naturegame.or.jp/
サービス業,スポーツ,公益社団法人,日本馬術連盟,, https://www.equitation-japan.com/
サービス業,スポーツ,公益社団法人,日本パークゴルフ協会,, https://www.parkgolf.or.jp/
サービス業,スポーツ,公益社団法人,日本パブリックゴルフ場協会,, http://www.pgs.or.jp/user/top.do
サービス業,スポーツ,公益社団法人,日本パワーリフティング協会,, https://www.jpa-powerlifting.or.jp/
サービス業,スポーツ,公益社団法人,日本バレエ協会,, http://www.j-b-a.or.jp/
サービス業,スポーツ,公益社団法人,日本ハング・パラグライディング連盟,, https://jhf.hangpara.or.jp/
サービス業,スポーツ,公益社団法人,日本ビリヤード協会,, http://www.nba.or.jp/
サービス業,スポーツ,公益社団法人,日本フィットネス協会,, https://www.jafanet.jp/
サービス業,スポーツ,公益社団法人,日本フェンシング協会,, https://fencing-jpn.jp/
サービス業,スポーツ,公益社団法人,日本フォークダンス連盟,, http://www.folk-dance.or.jp/
サービス業,スポーツ,公益社団法人,日本武術太極拳連盟,, https://www.jwtf.or.jp/
サービス業,スポーツ,公益社団法人,日本プロゴルフ協会,, https://www.pga.or.jp/
サービス業,スポーツ,公益社団法人,日本プロサッカーリーグ,, https://www.jleague.jp/
サービス業,スポーツ,公益社団法人,日本プロテニス協会,, https://www.jpta.or.jp/
サービス業,スポーツ,公益社団法人,日本プロボウリング協会,, https://www.jpba1.jp/
サービス業,スポーツ,公益社団法人,日本ペタンク・ブール連盟,, https://fjpb.web.fc2.com/
サービス業,スポーツ,公益社団法人,日本ボート協会,, https://www.jara.or.jp/
サービス業,スポーツ,公益社団法人,日本ボウリング場協会,, https://bowling.or.jp/
サービス業,スポーツ,公益社団法人,日本ボディビル・フィットネス連盟,, https://www.jbbf.jp/
サービス業,スポーツ,公益社団法人,日本ホッケー協会,, https://www.hockey.or.jp/
サービス業,スポーツ,公益社団法人,日本ライフル射撃協会,, https://www.riflesports.jp/
サービス業,スポーツ,一般財団法人,休暇村協会,, https://www.qkamura.or.jp/
サービス業,スポーツ,一般財団法人,上月財団,, https://www.kozuki-foundation.or.jp/
サービス業,スポーツ,一般財団法人,健康・いきがい開発財団（健康・生きがい開発財団）,, http://ikigai-zaidan.or.jp/
サービス業,スポーツ,一般財団法人,社会スポーツセンター,, http://www.shakai-sc.or.jp/
サービス業,スポーツ,一般財団法人,少林寺拳法連盟,, https://www.shorinjikempo.or.jp/federation/
サービス業,スポーツ,一般財団法人,世界少年野球推進財団,, http://www.wcbf.or.jp/
サービス業,スポーツ,一般財団法人,全日本学校剣道連盟,,
サービス業,スポーツ,一般財団法人,全日本剣道道場連盟,, https://www.zendoren.org/
サービス業,スポーツ,一般財団法人,全日本剣道連盟,, https://www.kendo.or.jp/
サービス業,スポーツ,一般財団法人,スポーツ振興資金財団,,
サービス業,スポーツ,一般財団法人,滝井記念財団,, https://www.cesar.co.jp/
サービス業,スポーツ,一般財団法人,東京スポーツ新聞格技振興財団,, https://tokyosports-kakugi.or.jp/
サービス業,スポーツ,一般財団法人,東京ローンテニスクラブ,, http://www.tltc.jp/
サービス業,スポーツ,一般財団法人,日本ウエルネス協会,,
サービス業,スポーツ,一般財団法人,日本オートスポーツセンター,, https://www.tsukuba-circuit.jp/corporation/co-overview.html
サービス業,スポーツ,一般財団法人,日本海洋レジャー安全・振興協会,, http://www.kairekyo.gr.jp/
サービス業,スポーツ,一般財団法人,日本健康開発財団,, https://www.jph-ri.or.jp/
サービス業,スポーツ,一般財団法人,日本航空協会,, http://www.aero.or.jp/
サービス業,スポーツ,一般財団法人,日本サイクルスポーツセンター,, http://www.csc.or.jp/
サービス業,スポーツ,一般財団法人,日本スポーツ仲裁機構,, http://www.jsaa.jp/
サービス業,スポーツ,一般財団法人,日本バウンドテニス協会,, http://boundtennis.or.jp/
サービス業,スポーツ,一般財団法人,日本ボクシングコミッション,, https://www.jbc.or.jp/
サービス業,スポーツ,一般財団法人,日本万歩クラブ,, https://www.gakken.jp/manpo/
サービス業,スポーツ,一般財団法人,日本モーターサイクルスポーツ協会,, https://www.mfj.or.jp/
サービス業,スポーツ,一般財団法人,日本ユースホステル協会,, http://www.jyh.or.jp/
サービス業,スポーツ,一般財団法人,日本ラジコン電波安全協会,, https://rck.or.jp/
サービス業,スポーツ,一般財団法人,日本リトルシニア中学硬式野球協会,, http://www.littlesenior.jp/
サービス業,スポーツ,一般社団法人,アスリートオーナー,, https://athletehonor.com/
サービス業,スポーツ,一般社団法人,SLカートスポーツ機構,, https://www.slo.or.jp/
サービス業,スポーツ,一般社団法人,京都大学学士山岳会,, https://www.aack.info/index-ja.html
サービス業,スポーツ,一般社団法人,JD-STER,, http://jd-ster.com/
サービス業,スポーツ,一般社団法人,自転車協会,, https://www.jitensha-kyokai.jp/
サービス業,スポーツ,一般社団法人,JAWA日本アームレスリング連盟,, https://jawa-armwrestling.org/
サービス業,スポーツ,一般社団法人,ジャパンタッチ協会,, https://www.japantouch.jp/
サービス業,スポーツ,一般社団法人,ストリートダンス協会,, https://www.streetdancekyoukai.com/
サービス業,スポーツ,一般社団法人,全日本空手審判機構,, http://karate-jkjo.jp/
サービス業,スポーツ,一般社団法人,全国高等専門学校連合会,, http://www.kosen-all.or.jp/
サービス業,スポーツ,一般社団法人,全国森林レクリエーション協会,, http://www.shinrinreku.jp/
サービス業,スポーツ,一般社団法人,全日本学生柔道連盟,, http://www.gakujuren.or.jp/
サービス業,スポーツ,一般社団法人,全日本空道連盟,, http://ku-do.jp/jp/
サービス業,スポーツ,一般社団法人,全日本狩猟倶楽部,, http://www.zenryo.or.jp/zenryo/
サービス業,スポーツ,一般社団法人,全日本指定射撃場協会,, http://shajoukyo.ciao.jp/
サービス業,スポーツ,一般社団法人,全日本柔術連盟,, http://www.jjfj.org/
サービス業,スポーツ,一般社団法人,全日本ジュニア体操クラブ連盟,, http://www.jr-gym.or.jp/index2.html
サービス業,スポーツ,一般社団法人,全日本潜水連盟,, http://judf.or.jp/
サービス業,スポーツ,一般社団法人,全日本槍道連盟,, http://www.soudo.or.jp/
サービス業,スポーツ,一般社団法人,全日本釣り団体協議会,, http://www.zenturi-jofi.or.jp/
サービス業,スポーツ,一般社団法人,全日本テコンドー協会,, https://www.ajta.or.jp/
サービス業,スポーツ,一般社団法人,全日本BMX連盟,, https://jbmxf.org/
サービス業,スポーツ,一般社団法人,全日本フライボード協会,,
サービス業,スポーツ,一般社団法人,ターゲットバードゴルフ普及会,, https://www.tbg.or.jp/
サービス業,スポーツ,一般社団法人,日本RV協会,, https://www.jrva.com/
サービス業,スポーツ,一般社団法人,日本ボクシング連盟,, https://jabf-revival.com/
サービス業,スポーツ,一般社団法人,日本eスポーツ連合,, https://jesu.or.jp/
サービス業,スポーツ,一般社団法人,日本インディアカ協会,, http://www.japan-indiaca.com/
サービス業,スポーツ,一般社団法人,日本インラインスケート協会,, http://www.inlineskate.or.jp/
サービス業,スポーツ,一般社団法人,日本ウェイクボード協会,, https://jwba.net/
サービス業,スポーツ,一般社団法人,日本ウエイトリフティング協会,, https://j-w-a.or.jp/
サービス業,スポーツ,一般社団法人,日本ウオーキング協会,, https://www.walking.or.jp/
サービス業,スポーツ,一般社団法人,日本オート・キャンプ協会,, https://www.autocamp.or.jp/
サービス業,スポーツ,一般社団法人,日本オーストラリアンフットボール協会,, https://jafl.org/
サービス業,スポーツ,一般社団法人,日本カバディ協会,, https://www.jaka.jp/
サービス業,スポーツ,一般社団法人,日本キャスティングスポーツ連盟,, https://www.facebook.com/japancastingsportfederation/
サービス業,スポーツ,一般社団法人,日本キンボールスポーツ連盟,, https://www.newsports-21.com/kin-ball2021/
サービス業,スポーツ,一般社団法人,日本クリケット協会,, https://cricket.or.jp/
サービス業,スポーツ,一般社団法人,日本クレー射撃協会,, https://clay-shooting.website/
サービス業,スポーツ,一般社団法人,日本コーフボール協会,, https://korfball.jp/
サービス業,スポーツ,一般社団法人,日本こどもフィットネス協会,, https://kids-fitness.or.jp/
サービス業,スポーツ,一般社団法人,一般社団法人 日本ゴルフ場経営者協会,, https://www.golf-ngk.or.jp/
サービス業,スポーツ,一般社団法人,日本ゴルフトーナメント振興協会,, https://golf-gtpa.or.jp/
サービス業,スポーツ,一般社団法人,日本サーフィン連盟,, http://www.nsa-surf.org/
サービス業,スポーツ,一般社団法人,日本サンボ連盟,, https://www.japan-sambo.com/
サービス業,スポーツ,一般社団法人,日本自動車連盟,, https://jaf.or.jp/
サービス業,スポーツ,一般社団法人,日本ジュニアヨットクラブ連盟,, http://www.jjyu.net/
サービス業,スポーツ,一般社団法人,日本女子プロゴルフ協会,, https://www.lpga.or.jp/
サービス業,スポーツ,一般社団法人,日本水中スポーツ連盟,, https://jusf.gr.jp/
サービス業,スポーツ,一般社団法人,日本スイミングクラブ協会,, https://www.sc-net.or.jp/
サービス業,スポーツ,一般社団法人,日本スキムボード協会,, https://www.facebook.com/Japan.Skimboarding.Association/
サービス業,スポーツ,一般社団法人,日本スケートボード協会,, http://www.ajsa.jp/
サービス業,スポーツ,一般社団法人,一般社団法人日本スポーツウエルネス吹矢協会,, https://www.fukiya.net/
サービス業,スポーツ,一般社団法人,日本チアダンス協会,, https://www.jcda.jp/
サービス業,スポーツ,一般社団法人,日本伝書鳩協会,, http://www.nihon-denshobatokyokai.org/
サービス業,スポーツ,一般社団法人,日本ドラゴンボート協会,, https://www.jdba-dragonboat.com/
サービス業,スポーツ,一般社団法人,日本バイアスロン連盟,, http://biathlon.or.jp/
サービス業,スポーツ,一般社団法人,日本パドルテニス協会,, http://www.paddletennis.gr.jp/
サービス業,スポーツ,一般社団法人,日本バトン協会,, http://www.baton-jp.org/
サービス業,スポーツ,一般社団法人,日本鳩レース協会,, http://www.jrpa.or.jp/
サービス業,スポーツ,一般社団法人,日本飛行連盟,, http://jfa1953.org/
サービス業,スポーツ,一般社団法人,日本フィットネス産業協会,, https://www.fia.or.jp/
サービス業,スポーツ,一般社団法人,日本フライングディスク協会,, https://www.jfda.or.jp/
サービス業,スポーツ,一般社団法人,日本ブラジリアン柔術連盟,, https://www.jbjjf.com/
サービス業,スポーツ,一般社団法人,日本フラメンコ協会,, https://www.anif.jp/
サービス業,スポーツ,一般社団法人,日本プロサーフィン連盟,, https://www.jpsa.com/
サービス業,スポーツ,一般社団法人,日本プロ麻雀協会,, https://npm2001.com/
サービス業,スポーツ,一般社団法人,日本プロ野球選手会,, http://jpbpa.net/
サービス業,スポーツ,一般社団法人,公益社団法人 日本ペタンク・ブール連盟,, https://fjpb.web.fc2.com/
サービス業,スポーツ,一般社団法人,日本ホースボール協会,, https://www.horseballjapan.com/
サービス業,スポーツ,一般社団法人,公益社団法人日本ボブスレー・リュージュ・スケルトン連盟,, https://jblsf.or.jp/
サービス業,スポーツ,一般社団法人,一般社団法人日本マーチングバンド協会,, https://www.japan-mba.org/
サービス業,スポーツ,一般社団法人,日本マスターズ水泳協会,, https://www.masters-swim.or.jp/
サービス業,スポーツ,一般社団法人,日本マリーナ・ビーチ協会,, http://www.jmba.or.jp/
サービス業,スポーツ,一般社団法人,日本野球機構,, https://npb.jp/
サービス業,スポーツ,一般社団法人,日本遊技関連事業協会,, https://www.nichiyukyo.or.jp/
サービス業,スポーツ,一般社団法人,世界ゆるスポーツ協会,, https://yurusports.com/
サービス業,スポーツ,一般社団法人,日本ヨーヨー連盟,, http://www.jyyf.org/
サービス業,スポーツ,一般社団法人,日本ランバイク協会,,
サービス業,スポーツ,一般社団法人,日本ドローンレース協会,, https://www.jdra.or.jp/
サービス業,スポーツ,一般社団法人,ワールドスケートジャパン,, https://worldskatejapan.or.jp/
サービス業,スポーツ,特定非営利活動法人,AOPA-JAPAN,, http://www.aopa.jp/
サービス業,スポーツ,特定非営利活動法人,グリーンウッド自然体験教育センター,, https://www.greenwood.or.jp/
サービス業,スポーツ,特定非営利活動法人,国際武道連盟,, https://www.imaf.com//divisions.html
サービス業,スポーツ,特定非営利活動法人,国際ヨガ協会,, https://www.kokusai-yoga.net/
サービス業,スポーツ,特定非営利活動法人,市村自然塾関東,, https://www.szj.jp/
サービス業,スポーツ,特定非営利活動法人,市村自然塾九州,, http://www.szj-k.com/
サービス業,スポーツ,特定非営利活動法人,ジャパンゲームフィッシュ協会,, https://www.jgfa.or.jp/
サービス業,スポーツ,特定非営利活動法人,一般社団法人 全日本空手道一友会,, http://www.ichiyukai.com/
サービス業,スポーツ,特定非営利活動法人,全国ラジオ体操連盟,, https://www.radio-exercises.org/
サービス業,スポーツ,特定非営利活動法人,全日本総合武道連盟,,
サービス業,スポーツ,特定非営利活動法人,TEAM i,, http://www.team-i.org/
サービス業,スポーツ,特定非営利活動法人,日本合気道協会,, http://aikido-kyokai.com/
サービス業,スポーツ,特定非営利活動法人,日本アウトフィットネス協会,, https://www.outfitness.jp/
サービス業,スポーツ,特定非営利活動法人,特定非営利活動法人日本パラローイング協会,, https://www.jara.or.jp/para/about.html
サービス業,スポーツ,特定非営利活動法人,日本アルゼンチンタンゴ・ダンス協会,,
サービス業,スポーツ,特定非営利活動法人,日本居合道連盟,, http://www.nichiiren.or.jp/
サービス業,スポーツ,特定非営利活動法人,日本抜刀道連盟,, http://nippon-battodo.com/
サービス業,スポーツ,特定非営利活動法人,日本医師スポーツ協会,,
サービス業,スポーツ,特定非営利活動法人,日本医師ジョガーズ連盟,, http://www.jmja.or.jp/
サービス業,スポーツ,特定非営利活動法人,日本移植者スポーツ協会,, http://jtrs.web.fc2.com/
サービス業,スポーツ,特定非営利活動法人,日本ウインドサーフィン連盟,, http://wf-j.org/
サービス業,スポーツ,特定非営利活動法人,日本オフロードショートトラック連盟,, http://www.josf.gr.jp/
サービス業,スポーツ,特定非営利活動法人,日本オリンピアンズ協会,, https://www.oaj.jp/
サービス業,スポーツ,特定非営利活動法人,日本車いすダンススポーツ連盟,, https://jwd-f.com/
サービス業,スポーツ,特定非営利活動法人,日本拳法協会,, http://www.nipponkempo.org/
サービス業,スポーツ,特定非営利活動法人,一般社団法人 日本サイクルレーシングクラブ協会,, http://www.jcrc-net.jp/
サービス業,スポーツ,特定非営利活動法人,日本Gボール協会,, https://g-ball.or.jp/
サービス業,スポーツ,特定非営利活動法人,日本水上スキー連盟,, http://jwsa.jp/
サービス業,スポーツ,特定非営利活動法人,日本スヌーカー連盟,, https://www.snooker.or.jp/
サービス業,スポーツ,特定非営利活動法人,日本頭脳スポーツ協会,, https://www.facebook.com/jbsa.brainsports/
サービス業,スポーツ,特定非営利活動法人,日本スピードボール協会,, http://www.speedball.jp/
サービス業,スポーツ,特定非営利活動法人,日本ダブルダッチ協会,, http://jdda.jp/
サービス業,スポーツ,特定非営利活動法人,日本ティーボール協会,, http://www.teeball.com/
サービス業,スポーツ,特定非営利活動法人,日本バトントワリング協会,, https://www.npo-nba.com/
サービス業,スポーツ,特定非営利活動法人,日本バーンゴルフ協会,,
サービス業,スポーツ,特定非営利活動法人,日本フリークライミング協会,, https://freeclimb.jp/
サービス業,スポーツ,特定非営利活動法人,日本マイクロラト航空連盟（日本マイクロライト航空連盟）,, http://www.flyers.jp/
サービス業,スポーツ,特定非営利活動法人,日本マレットゴルフ協会,, https://www.jm-ga.jp/
サービス業,スポーツ,特定非営利活動法人,日本ミニゴルフスポーツ協会,, http://japanminigolfsportassociation.com/
サービス業,スポーツ,特定非営利活動法人,日本モデルロケット協会,, https://www.ja-r.net/
サービス業,スポーツ,特定非営利活動法人,日本躰道協会,, http://www.taido.gr.jp/
サービス業,スポーツ,特定非営利活動法人,日本ラケットボール協会,, http://jara-npo.org/
サービス業,スポーツ,特定非営利活動法人,日本鷹匠協会,, http://www.jfa.gr.jp/global/
サービス業,スポーツ,特定非営利活動法人,日本ワールドゲームズ協会,, https://www.jwga.jp/
サービス業,スポーツ,任意団体等,エクストリームアイロニングジャパン,,
サービス業,スポーツ,任意団体等,エクスペリメンタル航空機連盟,, http://www.exal.info/
サービス業,スポーツ,任意団体等,拳法会,, http://kenpokai.d.dooo.jp/
サービス業,スポーツ,任意団体等,JDDA,, https://jdda.jp/index_befor.html
サービス業,スポーツ,任意団体等,滋賀県フライングディスク協会,, http://sgfda.g2.xrea.com/menu.html
サービス業,スポーツ,任意団体等,手裏剣普及協会,, http://seiryukan.syuriken.jp/
サービス業,スポーツ,任意団体等,昭和新山国際雪合戦 -Showa-Shinzan International Yukigaseen-,, http://www.yukigassen.jp/
サービス業,スポーツ,任意団体等,新宿ショートテニス協会,, http://www.j-tennis.com/s-tennis/kanren.html
サービス業,スポーツ,任意団体等,新日本スポーツ連盟,, https://www.njsf.net/zenkoku/
サービス業,スポーツ,任意団体等,世界空手道連盟,, https://www.wkf.net/
サービス業,スポーツ,任意団体等,世界スポーツスタッキング協会ジャパン,, https://www.wssajapan.com/
サービス業,スポーツ,任意団体等,認定NPO法人 全日本ヘリコプター協議会,, https://hcj.or.jp/
サービス業,スポーツ,任意団体等,全国小学校体育連盟,,
サービス業,スポーツ,任意団体等,全国小学校体育研究連盟,, https://zensyotai.amebaownd.com/
サービス業,スポーツ,任意団体等,全国専門学校体育連盟,,
サービス業,スポーツ,任意団体等,全国専門学校卓球連盟,, https://www.scit.ac.jp/sentakuren/zenkoku/
サービス業,スポーツ,任意団体等,全国専門学校野球連盟,, http://www.jcbl.gr.jp/
サービス業,スポーツ,任意団体等,全国福祉レクリエーション・ネットワーク,, http://fukurec.doorblog.jp/
サービス業,スポーツ,任意団体等,全国麻雀業組合総連合会,, https://www.zenjanren.com/
サービス業,スポーツ,任意団体等,全国盲学校体育連盟,,
サービス業,スポーツ,任意団体等,全国レク・コーディネーター・ネットワーク,,
サービス業,スポーツ,任意団体等,全国聾学校体育連盟,,
サービス業,スポーツ,任意団体等,全日本合気道連盟,, https://jafaikido.jp/
サービス業,スポーツ,任意団体等,全日本居合道連盟,, https://iaido.or.jp/
サービス業,スポーツ,任意団体等,全日本磯釣連盟,, https://www.zenisoren.com/
サービス業,スポーツ,任意団体等,日本斧術協会,, http://zenfuren.atgj.net/
サービス業,スポーツ,任意団体等,全日本グランドソフトボール連盟,, http://www.aj-gsb.com/
サービス業,スポーツ,任意団体等,全日本硬式空手道連盟,, https://koshikikarate.jp/
サービス業,スポーツ,任意団体等,全日本小太刀道連盟,,
サービス業,スポーツ,任意団体等,全日本古武道連盟,, http://www.dpiy.co.jp/kanazawa.htm
サービス業,スポーツ,任意団体等,全日本サーフキャスティング連盟,, http://www.alljapan-surfcasting.com/
サービス業,スポーツ,任意団体等,全日本柔拳連盟,, http://www.taikyokuken.co.jp/
サービス業,スポーツ,任意団体等,全日本杖道連盟,,
サービス業,スポーツ,任意団体等,全日本スポーツカイト協会,, http://www.ajska.gr.jp/
サービス業,スポーツ,任意団体等,全日本鷹狩協議会,, http://www.img-f.com/sfstop.htm
サービス業,スポーツ,任意団体等,全日本玉入れ協会,, https://tamaire.jp/
サービス業,スポーツ,任意団体等,全日本中国拳法連盟,, http://jujutsu.jp/
サービス業,スポーツ,任意団体等,全日本刀道連盟,, http://www.toudou-renmei.sakura.ne.jp/
サービス業,スポーツ,任意団体等,全日本双節棍道連盟,, http://genkidou.or.jp/nunchaku/nunchaku.htm
サービス業,スポーツ,任意団体等,全日本抜刀道連盟,, http://zenbaturen.world.coocan.jp/
サービス業,スポーツ,任意団体等,全日本舞踊連合,,
サービス業,スポーツ,任意団体等,全日本ホバークラフト協会,, http://www.hovercraft.or.jp/
サービス業,スポーツ,任意団体等,全日本モーターサイクルクラブ連盟,, http://www.mcfaj.org/
サービス業,スポーツ,任意団体等,全日本モデルパワーボート連盟,, http://jmpba.info/
サービス業,スポーツ,任意団体等,全日本遊技事業協同組合連合会,, https://www.zennichiyuren.or.jp/
サービス業,スポーツ,任意団体等,全日本リズムなわとび協会,,
サービス業,スポーツ,任意団体等,日本アクアスキッパー協会,,
サービス業,スポーツ,任意団体等,日本アマチュアKYOTEI連盟,, http://k400.jp/
サービス業,スポーツ,任意団体等,日本アマチュアポケットビリヤード連盟,, https://japa.ne.jp/
サービス業,スポーツ,任意団体等,日本RCパイロン・レース協会,, http://jmpra.zouri.jp/
サービス業,スポーツ,任意団体等,日本RC模型グライダー協会,, https://jrga.jp/
サービス業,スポーツ,任意団体等,日本囲碁ボール普及会,, https://igoball.jp/
サービス業,スポーツ,任意団体等,日本犬ぞり連盟,, https://jfssofficial.wixsite.com/jfss
サービス業,スポーツ,任意団体等,日本International14協会,, http://www.i14.jp/
サービス業,スポーツ,任意団体等,日本ウォーターサイクリング協会,,
サービス業,スポーツ,任意団体等,日本腕相撲協会,, https://www.udezumou.com/
サービス業,スポーツ,任意団体等,日本ATV協会,, http://www.atvjp.com/
サービス業,スポーツ,任意団体等,日本エスキーテニス連盟,, https://www.esci.jp/
サービス業,スポーツ,任意団体等,日本FJ協会,,
サービス業,スポーツ,任意団体等,日本オーケーゴルフ協会,,
サービス業,スポーツ,任意団体等,日本オールドMTB協会,, https://old-mtb.blogspot.com/
サービス業,スポーツ,任意団体等,日本お手玉の会,, https://www.otedama.jp/
サービス業,スポーツ,任意団体等,日本オプティミストディンギー協会,, http://www.japan-opti.com/
サービス業,スポーツ,任意団体等,日本折紙協会,, https://www.origami-noa.jp/
サービス業,スポーツ,任意団体等,日本カイトセーリング協会,,
サービス業,スポーツ,任意団体等,日本カイトボード協会,, https://jkba.jp/
サービス業,スポーツ,任意団体等,日本学生ダブルダッチ連盟,, https://jsddl.com/
サービス業,スポーツ,任意団体等,日本学生フライングディスク連盟,,
サービス業,スポーツ,任意団体等,日本格闘競技連盟,, http://www.jmaga.org/
サービス業,スポーツ,任意団体等,日本カポエィラ連盟,,
サービス業,スポーツ,任意団体等,日本カロム協会,, https://www.biwako.ne.jp/~carom/
サービス業,スポーツ,任意団体等,日本擬似餌釣連盟,, http://www.jlaa-giji.com/
サービス業,スポーツ,任意団体等,日本気球連盟,, http://www.jballoon.jp/
サービス業,スポーツ,任意団体等,日本キャスティング協会,, https://jcaofficials.wixsite.com/jcahome
サービス業,スポーツ,任意団体等,日本キャロム連盟,, https://www.carromjapan.com/
サービス業,スポーツ,任意団体等,日本クラシックカー協会,, http://www.jcca.cc/
サービス業,スポーツ,任意団体等,日本クラシックカークラブ,, http://www.cccj.org/top.html
サービス業,スポーツ,任意団体等,日本クロッケー協会,, http://www.croquet.jp/
サービス業,スポーツ,任意団体等,日本クロリティー協会,,
サービス業,スポーツ,任意団体等,日本警察消防スポーツ連盟,, https://jpfsfwpfg.wixsite.com/jpfsf
サービス業,スポーツ,任意団体等,日本ゲーム協会,, http://jaga-tokyo.com/
サービス業,スポーツ,任意団体等,日本拳法会,, https://www.nipponkempo.or.jp/
サービス業,スポーツ,任意団体等,日本拳法連盟,, http://www.nipponkempo.jp/
サービス業,スポーツ,任意団体等,日本嵩山少林拳連盟,, https://shaolin-j.com/
サービス業,スポーツ,任意団体等,日本ゴールフリスビー協会,,
サービス業,スポーツ,任意団体等,日本国際テコンドー協会,, https://www.taekwon-do.co.jp/
サービス業,スポーツ,任意団体等,日本古武道協会,, http://www.nihonkobudokyoukai.org/
サービス業,スポーツ,任意団体等,日本古武道振興会,, http://kobushin.jp/
サービス業,スポーツ,任意団体等,日本こままわし普及協会,, http://yantya.yokochou.com/
サービス業,スポーツ,任意団体等,日本サイレントサーフィン連盟,,
サービス業,スポーツ,任意団体等,日本サーフボール協会,,
サービス業,スポーツ,任意団体等,日本皿回し協会,,
サービス業,スポーツ,任意団体等,日本サンバ振興会,,
サービス業,スポーツ,任意団体等,日本シクロクロス競技主催者協会,, https://www.cyclocross.jp/
サービス業,スポーツ,任意団体等,日本室内自転車競技連盟,, http://jfic-japan.com/
サービス業,スポーツ,任意団体等,日本自転車トライアル協会,, http://jbta.jpn.org/
サービス業,スポーツ,任意団体等,日本シーホッパー協会,, https://seahopper.net/
サービス業,スポーツ,任意団体等,日本シーホース協会,, http://seahorse.jpn.org/
サービス業,スポーツ,任意団体等,日本J/24クラス協会,, https://www.j24.gr.jp/
サービス業,スポーツ,任意団体等,日本ジェットスキー協会,,
サービス業,スポーツ,任意団体等,日本ジェットスポーツ連盟,, http://www.jjsfweb.net/
サービス業,スポーツ,任意団体等,日本市民スポーツ連盟,, http://ivv-jva.com/
サービス業,スポーツ,任意団体等,日本ジャグリング協会,, https://www.juggling.jp/
サービス業,スポーツ,任意団体等,日本ジャズダンス協会,,
サービス業,スポーツ,任意団体等,日本シャトルボール協会,,
